Transaction ID,Amount,Date,Description
4391730,"-$1,147.22",10/24/2021 13:50:24,Iste totam et et iste minima. Expedita quis culpa repudiandae tempora et voluptatem quod.
84070556,"-$1,241.52",5/23/2022 20:37:51,Cumque quas reprehenderit ducimus excepturi hic voluptatem. Sequi nihil voluptatem et dolorem odio.
34838854,"$1,797.38",11/30/2021 14:14:33,Fugit reprehenderit eum ipsam accusamus dolores est sequi et. Non quo quia provident commodi autem.
38982641,"-$2,158.97",4/23/2022 18:37:12,Quisquam esse consectetur id id aut enim. Et cum placeat eos nemo rerum in molestiae.
91420193,"$1,935.24",3/3/2022 17:19:53,Quia eum et architecto saepe. Consectetur dolorem laboriosam id dolorem commodi placeat.
38975546,-$845.72,11/13/2021 22:06:57,Qui nemo occaecati eos optio maxime suscipit fuga. Eius explicabo dicta sed quia ea.
99261615,-$478.26,9/22/2021 01:08:15,Excepturi earum necessitatibus sequi eum sit ut. Temporibus excepturi non pariatur reprehenderit.
33920094,-$890.13,4/25/2022 05:55:24,Commodi non dolore eos qui. Nostrum quo minima rem adipisci qui.
79045726,"$1,582.81",6/30/2022 06:44:10,Est earum expedita sit cum necessitatibus quia iste. Impedit quas fuga et voluptatem et.
39696753,"$1,678.92",3/11/2022 19:51:16,Animi id est voluptatum sapiente excepturi. In omnis ratione earum asperiores non.
88623859,-$699.49,4/2/2022 03:32:20,Iure ut ea totam modi rem numquam. Quas fugiat non repellat.
3809180,-$833.70,7/9/2022 19:36:03,Nihil laborum eos aut omnis magnam nulla porro. Nisi autem sint error. Ipsam porro et ut porro.
11819680,"-$1,363.16",8/18/2022 04:20:50,Sequi vitae hic dolore. Numquam laborum molestiae provident est et quia.
12620964,-$704.13,9/6/2021 04:43:43,Sit molestias odio ab. Qui rem veritatis quia sed id optio.
49112923,"$1,686.82",3/16/2022 04:19:29,Exercitationem velit iusto ut voluptatem qui. Totam et soluta voluptatum tempore qui.
3963883,"-$1,117.07",6/17/2022 02:39:02,Aut alias aliquid dolore. Quasi veritatis sunt dolor omnis repudiandae impedit sapiente eaque.
95409095,"-$2,166.07",11/2/2021 10:57:36,Laboriosam dolores voluptatum dolorum. Et tenetur ut rerum quia dolor occaecati in.
60261250,"$2,334.71",4/3/2022 10:47:20,Dolorem temporibus ullam laborum velit. Ratione enim earum est eveniet sapiente mollitia.
43597960,"-$2,105.17",2/26/2022 16:24:27,Quia quia dolor est neque. Voluptate odit beatae reprehenderit ipsa.
60051850,"$2,497.04",7/23/2022 22:34:33,Blanditiis et porro rem. Harum at nam illum. Pariatur aut culpa quia qui officiis.
9683293,"-$1,819.13",1/30/2022 19:40:07,Totam non voluptate deleniti eum maxime. Quo esse sed eligendi placeat perferendis.
73252526,-$890.04,3/28/2022 23:37:34,Voluptatum sed qui et aut et. Repellat reprehenderit autem consequatur omnis voluptatem eos.
89158409,"$1,594.18",1/4/2022 20:17:37,Dignissimos vel magni enim. Quibusdam blanditiis omnis rerum. Vero quis quia vitae.
24658479,"$1,250.65",7/8/2022 14:53:03,Minus sunt consectetur autem id. Vitae iusto excepturi maiores ut nostrum commodi voluptas.
90995815,"-$1,707.35",7/31/2022 20:40:16,Id laborum consequatur voluptates corporis ut. Accusamus laboriosam nulla fuga consequatur est.
44926797,"-$1,847.56",11/24/2021 00:03:34,Consequatur in quia ipsum autem. Maiores eveniet aut voluptate debitis iure. Est maxime aut est.
44555764,"$2,365.67",9/25/2021 16:53:12,Ut sit officia facilis facilis harum molestias qui. Et velit beatae non laboriosam et et eum.
66334401,"-$2,329.64",2/19/2022 00:01:24,Deserunt assumenda tempora vel. Error nostrum temporibus aut natus perspiciatis et.
70166878,$527.06,12/25/2021 19:06:06,Iste fugit dolores similique. Suscipit a neque dolore totam. Quos fugiat est asperiores quod.
77325217,-$773.18,2/4/2022 03:50:38,Dolorum modi tenetur voluptates magnam aut consequatur voluptates voluptate. Et quae aut non.
89187581,$998.36,12/20/2021 16:21:18,Delectus ut et non sit autem commodi est. In repudiandae velit accusamus sint.
61432703,"$1,382.44",2/13/2022 17:23:29,Suscipit ut tempore consectetur culpa. Saepe assumenda alias eius et laudantium ut.
73049385,"-$1,491.99",3/9/2022 00:49:12,Vitae recusandae dolorem est vel. Magnam asperiores sapiente debitis. Reprehenderit id a et.
27877120,-$640.34,4/23/2022 00:12:17,Molestiae et debitis quos non deserunt pariatur. Possimus repudiandae mollitia neque magni.
8273094,"$1,667.61",10/3/2021 21:33:53,Et deleniti reiciendis eligendi eum. Molestiae iste quia deleniti quae.
49022663,"$1,028.18",7/17/2022 06:54:46,Maxime sapiente sit iure distinctio. Enim ea quae quis et. Eum iure dolor vel ut fugit odio soluta.
33628858,$636.99,11/1/2021 02:49:41,Ut aut aliquid quo sit. Quam veritatis iure earum sit. Saepe quis expedita nihil.
19441290,"-$1,560.78",10/31/2021 03:47:43,Officia ex quia esse. Amet repudiandae quod aut. Quae soluta et porro accusamus maiores.
97951664,"$1,008.99",5/7/2022 18:22:34,Est et ut cumque iure et. Et id sed maxime quo tempora iure aut quam.
46083406,"$1,453.81",3/3/2022 17:57:05,Praesentium aut aut sunt nisi. Distinctio maxime maiores qui et.
99005970,"$1,791.37",8/20/2022 05:00:23,Ea illo consequuntur et et voluptas. Aut illum laborum eveniet aliquam adipisci.
87333898,"-$1,678.38",5/17/2022 23:18:03,Quam praesentium eaque dolores id. Occaecati aut qui libero culpa. Sint quis maxime quia officia.
79884564,"-$1,431.45",11/7/2021 11:11:47,Vero nobis vel ducimus qui illum omnis. Nesciunt et cumque ducimus et minima et.
66818951,"-$2,208.61",2/11/2022 00:53:20,Voluptatem nulla vel fugiat occaecati est. Et qui itaque eum ut nisi.
74685307,$973.71,7/7/2022 14:19:59,Accusantium non a at tenetur. Esse aut fugit quia vero.
89387431,$291.77,2/17/2022 00:51:03,Eum ipsam incidunt eaque omnis aperiam qui. Qui sit ipsam qui accusantium ipsa dolores.
54603089,"$1,708.34",5/12/2022 01:36:46,Totam cum sequi eveniet voluptas sequi. Neque dolor vero enim ipsa. Sit ut fugit est sit ut.
55023471,"-$1,696.14",7/8/2022 21:38:54,Dicta eaque unde id quo voluptatibus tempora. Itaque nam exercitationem dolor et non.
22057153,"-$1,581.46",11/22/2021 03:46:45,Delectus at aut non et esse. Officia qui id tempora qui dolores omnis voluptates.
73666011,$882.13,3/31/2022 01:42:52,Magni vel aperiam repellendus dolor dolor tenetur tenetur. Quasi et aliquid et velit sit qui.
50894466,"$1,497.21",7/1/2022 22:28:59,Dolor qui autem et animi et. Ea fugit autem eaque numquam.
6938403,$34.89,7/20/2022 20:45:57,Eveniet minima expedita nobis tenetur et. Quis recusandae non vero cum. Non laboriosam est qui id.
26819975,"$1,420.74",2/3/2022 15:28:51,Rerum deleniti perspiciatis qui repudiandae. Ratione ut sunt blanditiis vel id dolor et.
54435055,$142.03,11/14/2021 06:45:02,Dicta ut quia qui non rerum. Asperiores amet quis voluptate. Eum molestiae autem quas iusto.
94188790,"-$1,910.95",3/31/2022 23:45:02,Quae dignissimos et exercitationem numquam. Quia quis molestiae et tempora illo corrupti.
85412866,"$1,169.31",6/17/2022 04:00:39,Officia ut laudantium doloremque et. Nesciunt hic aut nesciunt dolor et.
48887655,"$2,156.85",6/28/2022 01:12:37,Porro itaque id earum doloribus. Aut ratione quas qui. Vel est eligendi nihil aliquam modi culpa.
19499109,"$2,141.46",1/30/2022 15:37:28,Enim laborum ex architecto amet. Maiores quaerat libero voluptatum expedita ad suscipit.
24585766,-$932.54,6/1/2022 12:03:25,Occaecati libero dolor rerum ullam. Rem nostrum accusamus voluptas officia hic ea non.
25602118,"$1,027.72",8/20/2022 22:33:34,Adipisci unde culpa nulla sit. Necessitatibus at est recusandae veritatis.
19871958,$678.37,8/16/2022 13:47:47,Ut fuga facilis laboriosam. Eligendi non tempora odit distinctio rerum eligendi saepe.
29974422,"-$2,456.40",12/16/2021 21:17:43,Ut sequi non quia. A earum maxime autem libero consequatur. Porro exercitationem aut cupiditate.
4678684,"-$1,890.35",7/3/2022 02:57:59,Qui modi et quasi et incidunt et omnis. A modi eligendi fuga voluptatem modi.
18222703,$596.41,12/27/2021 20:33:30,Tenetur occaecati ab possimus dolores sint est. Laboriosam molestiae possimus voluptas consequatur.
97694090,$320.24,7/21/2022 07:37:17,Est facilis at iusto consequatur esse voluptas sint. Aut nulla quis odit et.
28552842,"$1,105.94",8/15/2022 21:41:39,Mollitia quaerat sit libero praesentium asperiores dicta. Iusto eligendi ratione harum et.
45118320,-$987.28,7/21/2022 15:32:14,Est cupiditate sunt velit quia. Non iste sed rerum soluta.
13010397,"-$2,384.98",9/24/2021 23:10:46,Cumque enim iure magnam accusantium quis reprehenderit culpa. Eaque voluptas ut quam ea.
78469826,"$1,919.92",11/5/2021 11:45:18,Quis numquam eum odit facilis. Ratione eum in voluptatem. Nostrum in sit totam vel sapiente id.
54480518,-$616.85,9/16/2021 07:04:07,Maxime qui pariatur veniam. Atque natus cum animi. Minus rerum iure dicta ut ex aut.
60131518,$608.00,6/2/2022 12:15:35,Harum consequatur et nisi corporis. Dolores cupiditate aperiam omnis a est ut nulla omnis.
94378350,-$344.09,7/29/2022 01:25:12,Tenetur molestiae porro eius dolores. Aut quod quibusdam cum ut consequatur aut.
33652190,"$1,881.18",10/20/2021 02:35:25,Aut nam qui omnis aut. Ullam dolor nihil vero et mollitia. Quia tempore optio excepturi ipsum.
35109181,$291.99,12/10/2021 17:04:32,Dicta esse dolorem consequatur quia ut. Quisquam sunt iste aut dolorum sunt.
57343182,"-$1,040.69",4/17/2022 16:06:42,Soluta ea dicta quis sapiente quas voluptatem repudiandae aut. Similique consequatur quia et.
39577077,-$743.45,8/14/2022 13:56:13,Voluptatem rem possimus maiores ea dolore quia. Tenetur natus quo voluptas repellat.
33016276,"-$1,311.43",1/4/2022 09:51:06,Sit voluptates ad qui consequatur laudantium sapiente aperiam. Saepe ut et sit omnis.
82399358,$179.84,2/28/2022 01:26:50,Dolor ab est quo qui corrupti aut. Aut cum tempora adipisci repellendus delectus in.
22313401,"$1,124.99",6/6/2022 17:04:19,Alias sint qui est alias. Velit quos atque cumque facilis qui est fugit quasi.
71016359,"-$1,049.42",7/30/2022 13:53:34,Neque nihil ex nulla quae. Incidunt qui rerum aut aliquid harum.
74015231,"$2,018.63",1/10/2022 09:40:20,Culpa vel in fugit ut molestias recusandae. Vero voluptas unde eveniet. Est aliquid ut nam.
62262091,-$260.49,5/14/2022 18:48:41,Non facere dolorem alias veritatis. Quia suscipit consequuntur totam maxime eveniet.
19008747,-$994.27,8/14/2022 22:17:33,Quis quia voluptatum veritatis. Voluptas est omnis molestias ut voluptates delectus.
37818683,"$2,222.36",10/23/2021 02:07:20,Aliquid aut consequatur explicabo vel aut sed. Sunt voluptatem culpa qui ea quia minus.
50346145,$350.82,5/19/2022 00:13:07,Veniam numquam nisi qui. Atque fugiat voluptatem ut qui aut quo quia.
13214271,"$2,311.80",9/24/2021 05:00:39,Omnis accusantium cum rem illum in. Cupiditate quia quia debitis pariatur enim.
55470222,"$2,487.77",5/20/2022 00:51:35,Laudantium rerum sapiente saepe laborum et officiis labore. Est autem qui voluptatibus accusamus.
34185385,"$1,259.35",10/28/2021 16:50:59,Minus nobis quo id animi. Et culpa laudantium et recusandae quaerat sint.
39720212,-$860.36,7/28/2022 07:24:33,Sit cupiditate necessitatibus commodi. Explicabo pariatur ea minima doloremque. Et quis soluta et.
19296296,"$2,482.66",3/6/2022 12:46:13,Quam cum temporibus corporis ut. Delectus ea voluptas repudiandae quo.
53687769,"$2,396.87",5/24/2022 05:59:52,Nihil adipisci beatae dicta voluptatem voluptatem. Nulla quam iure nisi eaque.
74073687,"-$2,216.83",1/25/2022 11:40:54,Molestiae sunt repellendus nam sint. Velit dolores sed non.
15064684,"$1,731.52",1/26/2022 03:10:32,Vel non earum est. Molestias esse omnis voluptatibus in.
5002342,"$2,022.02",5/28/2022 03:26:16,Temporibus velit et alias at sed commodi. Tempora vitae harum ut consequatur ad nostrum.
45014727,"$2,490.37",10/9/2021 10:47:19,Est veniam unde quis at. Qui dolorem veniam aut veniam et dolores facere.
32948387,"-$2,369.74",1/1/2022 04:58:09,Totam maxime odit omnis et. Quas et dicta nulla sed.
27104082,"-$1,786.80",11/21/2021 09:57:16,Dolorem qui consequatur autem est. Exercitationem aut est illo quibusdam.
96486547,-$87.07,4/5/2022 03:25:43,Temporibus magnam quia est excepturi in. Ea a nostrum eligendi. Quos dicta libero ipsam.
60467577,-$52.67,6/9/2022 17:48:03,Perferendis optio ut harum. Deserunt est aspernatur quas nemo soluta perspiciatis nobis laborum.
77160619,"$1,029.88",11/30/2021 05:25:41,Ratione sed nihil et quae enim quidem. Necessitatibus ex ad ut.
75492828,-$870.85,6/9/2022 17:30:48,Molestiae rerum illo sequi enim. Omnis autem id ut natus magnam.
18510904,$912.48,2/19/2022 19:41:13,Praesentium harum magni nihil unde nisi. Aut sint omnis nesciunt quibusdam sit et eaque.
29766824,-$995.20,4/9/2022 14:35:35,Tempora quaerat vero hic. Pariatur rerum aut cum non dolor. Minima aut unde quia et voluptatem.
35348971,"$1,097.76",11/22/2021 08:13:42,Dolorum doloribus aut et adipisci porro. Nihil odit eum quam ut et.
60272624,"$1,511.18",6/2/2022 05:27:22,Fugit labore ex ipsum et. Voluptatem harum inventore ab enim. Aut id ea sunt sint.
95563462,$673.06,12/26/2021 01:35:19,Unde suscipit dolor optio eligendi vel voluptas et explicabo. Fugit animi sit amet eum.
43503150,"$1,194.64",11/10/2021 04:41:40,Ea iure dolorum dolorem quidem quia voluptas. Fuga deleniti officia deleniti quod ut.
26808665,-$115.47,7/6/2022 04:33:11,Similique nihil qui voluptatem iste harum est. Ipsam deleniti occaecati nesciunt hic qui.
59222645,"-$1,141.32",5/11/2022 08:19:27,Voluptas molestiae modi et nam voluptatibus placeat quos dicta. Qui exercitationem iste molestiae.
58664198,$809.78,6/14/2022 21:08:55,Ex et facilis nulla quos. Iste sint quia earum. Pariatur omnis aut odio dolor in velit.
21329480,$622.24,3/11/2022 05:17:14,Ut quia ut assumenda delectus. Expedita temporibus omnis et rerum. Porro quidem rerum est neque.
71165126,$88.68,12/24/2021 04:27:51,Consectetur voluptatem et natus incidunt sed porro qui. Laborum nam eaque et.
86602001,"$1,370.99",2/26/2022 11:19:55,Architecto voluptatem autem occaecati saepe ipsum quasi. Nisi ad sequi eum dignissimos.
67797067,-$833.00,4/15/2022 16:40:13,Dolor fuga amet ut aliquam officia rerum. Numquam fugit iure non sit ad.
27123496,"$2,468.08",6/6/2022 15:37:37,Minus voluptate voluptas cupiditate. Sed vel odit eius omnis. Voluptas optio non quam.
84168724,"-$2,098.03",7/19/2022 12:24:54,Voluptatem voluptatem numquam quia quasi illo. Repudiandae hic ducimus architecto et.
3856063,-$93.75,9/26/2021 05:15:31,Odit eum aperiam modi enim nemo. Quo quis repellat deleniti explicabo eaque magnam maiores.
86250766,$610.30,8/8/2022 11:18:15,Corporis repellat quisquam aut nobis. Quia porro rem officiis harum quidem est.
55070034,-$345.78,8/1/2022 05:08:54,Quod minima eum dolor. Amet libero eius aliquid quia. Cumque quae sit tenetur ut quo id aut.
53341927,"-$2,021.06",2/20/2022 21:40:45,Autem repellat magni vero quidem hic facilis aut. Quas minus et at facere.
48336330,"$1,525.59",9/26/2021 22:36:22,Debitis autem labore aperiam voluptatem. Fugit qui ex ut vero. Quam nobis nam ut maiores odit.
31994019,"$1,655.14",7/9/2022 06:13:16,Consequatur qui odio in porro ullam autem. Amet sit et ipsam sit.
90952284,"$2,370.43",8/29/2021 08:13:25,Minima cum voluptatum esse ad. Nemo quo ullam veritatis officiis et.
85674562,"-$1,975.64",6/12/2022 00:31:52,Laborum aliquam quaerat assumenda. A qui illo similique aliquid. Vero consectetur eum saepe autem.
30385641,"-$1,584.70",12/25/2021 02:30:32,Rerum id autem earum inventore. Quibusdam voluptatem itaque vero ex placeat molestiae.
48209033,"-$2,058.28",6/30/2022 09:13:16,Expedita delectus hic adipisci maiores. Nulla cupiditate numquam aut ipsa voluptatem nihil.
99406743,"$1,346.51",1/11/2022 11:10:16,Ad quia id aliquam nam. Molestiae eum ratione et animi a. Ea occaecati cum nostrum iusto.
65312364,"$1,286.65",12/31/2021 17:00:31,Rerum iste aut culpa et voluptatem velit quos. Debitis excepturi omnis quo ducimus.
88000957,$397.14,8/5/2022 23:46:30,Eos doloremque voluptas natus aliquid. Suscipit hic velit qui ipsam recusandae molestias.
10525505,"-$1,935.60",7/14/2022 20:54:08,Deleniti eos sint magnam dolores eaque. Repellat corrupti quos atque dicta placeat est vero.
96011146,"$2,312.33",8/24/2021 05:00:22,Accusantium dolores libero quis est eum incidunt. Est aut eum est culpa tempore.
18708882,"$2,407.42",4/22/2022 19:11:06,Maxime harum officiis nam odit. Voluptatem asperiores sunt voluptatem facilis quam omnis eos.
35265225,"$1,692.83",3/18/2022 10:20:16,Voluptatibus et et fugit eaque quis non laboriosam. Aut quo blanditiis maxime voluptas.
52747479,"-$1,602.72",9/5/2021 11:22:51,Aut esse assumenda officiis tempora. Minus est quo ab perferendis fugiat blanditiis.
91753478,"-$1,104.72",6/15/2022 08:28:08,Est qui minus dolor numquam impedit. Amet reiciendis voluptatum unde sed. Eos nihil est accusamus.
63702047,"-$1,798.79",11/24/2021 09:21:23,Asperiores dolores et cum quos. Ipsa qui quia hic soluta voluptates voluptatem.
15766014,"$1,409.94",2/12/2022 07:16:36,Blanditiis et ipsum qui eius nesciunt fugiat doloremque enim. Voluptatem iusto ipsum vitae est est.
88373074,"$1,085.17",7/22/2022 16:13:42,Soluta autem adipisci voluptas rerum quo. Quia in architecto vel est libero qui aut et.
46270248,"$2,063.20",12/10/2021 00:22:28,Praesentium et consectetur eos suscipit. Rerum sed omnis vel et animi est sed.
99267581,-$590.72,5/31/2022 10:03:22,In totam quisquam sed. Ipsa blanditiis ab perspiciatis perspiciatis autem.
65247964,"$1,289.03",8/8/2022 16:59:41,Est ducimus id quaerat. Vel officia dolor molestiae nam pariatur nulla autem sit.
95319223,"$1,219.79",8/9/2022 08:15:07,Tenetur dolorem officiis qui culpa dicta enim. Deleniti nobis fugiat qui nemo adipisci.
75962965,-$734.38,5/15/2022 13:29:27,Voluptate iure asperiores reiciendis quasi ut. Illo rem ut quisquam sint omnis.
43107537,-$721.91,2/27/2022 17:26:46,Unde ut saepe qui voluptas. Commodi consectetur deserunt incidunt ut.
87439944,"$1,330.48",2/17/2022 04:45:45,Fuga aut et aspernatur vero. Quia quaerat non fuga quae. Sit sed nostrum aliquam consequuntur.
33300468,"$1,162.16",5/18/2022 03:42:44,Nam rerum sapiente et quae necessitatibus est. Et consectetur ipsam ut illum.
63122089,$818.08,2/4/2022 18:02:28,Velit sapiente sed non sit. Iusto architecto quas dicta eligendi. Non est repudiandae vitae aut.
73772006,"$2,176.03",3/16/2022 17:16:57,Cumque eos ea quasi vel eum. Repudiandae quis hic est pariatur sint. Et numquam soluta saepe modi.
37509995,-$727.92,10/15/2021 21:19:57,Sit sunt consequuntur doloremque quae. Aliquid consequuntur suscipit voluptas omnis.
26408224,"$1,709.44",8/4/2022 21:53:13,Praesentium nemo sit deleniti consectetur. Eaque corrupti qui quisquam ipsa.
44686806,"$1,237.53",5/15/2022 22:01:25,Nulla rerum voluptas deleniti veniam ducimus explicabo. Possimus ad ab assumenda amet.
24799834,$220.42,6/21/2022 19:29:20,Quia pariatur voluptatem voluptatem aliquid. Expedita qui ab omnis autem velit.
68011113,"-$1,345.61",11/8/2021 19:55:45,Sint ab et sequi voluptas amet in quam. Delectus molestiae ut placeat et expedita id at.
30838886,"$2,032.96",11/1/2021 17:14:43,Ut aut officiis veniam velit voluptate sed. Facilis explicabo veritatis repellat sequi rerum.
29274227,$652.74,12/1/2021 09:42:46,Consequatur numquam deleniti consectetur consequuntur. Voluptatibus quo est doloremque.
5321413,"$1,290.96",4/20/2022 19:48:54,Sit nemo et sequi reiciendis. Non cum voluptatem rerum optio et quidem. Ea quas corporis soluta.
38230544,"-$1,176.36",2/13/2022 02:45:55,Iste omnis saepe officiis ut sequi. Quis corrupti quia aut ut ipsam et.
82661692,"$1,593.39",3/5/2022 17:37:36,Sed non laudantium repellendus maxime fugit. Ad illum asperiores maxime.
23104327,-$217.37,10/8/2021 00:20:55,Tempore repudiandae quia consectetur illo. Sed nemo vel optio. Aut expedita ut itaque laborum.
58333014,"$1,475.60",12/25/2021 05:29:25,Optio culpa velit tempora odio sit non. Molestiae tempora et ea nemo. Quo beatae eos sit ipsam.
7707235,"$1,510.76",12/21/2021 11:36:25,Omnis doloremque cum ab sint. Et voluptatibus dolores rerum inventore.
90122550,"-$1,982.38",7/5/2022 21:18:29,Sed illo earum ea neque. Sed quo voluptas sunt. Et voluptatem et aut voluptatem esse rerum est.
97225496,-$219.10,4/1/2022 06:23:31,Accusamus non aut tempore suscipit. Cum soluta voluptates fugiat et.
21044594,"-$2,026.57",12/7/2021 13:16:10,Atque ea velit quam minus est cum. Dolorem voluptatem quas dolorem iste officia beatae quae modi.
32835522,$141.99,3/10/2022 23:07:18,Est cumque quo nostrum quia. Dolorem recusandae ea ut cumque. Quia nihil minus nostrum itaque non.
76615997,-$18.82,10/17/2021 10:17:47,Dolorum et nobis blanditiis maxime quae. Qui facere eos assumenda voluptatum illo.
9989280,$146.25,12/7/2021 14:16:18,Minima veritatis ullam aut. Rerum eos molestiae beatae voluptas sunt itaque.
93406190,"-$2,178.24",7/10/2022 05:46:00,Et iste ea voluptas totam nisi. Quia amet neque reprehenderit dolor.
46304714,"$2,448.24",9/27/2021 12:34:06,Sed omnis placeat velit reprehenderit. Laboriosam voluptatem sit et quibusdam enim consequatur.
69439550,"$1,617.68",5/27/2022 12:10:38,Ea ea quo tempora eveniet et id itaque. Incidunt id molestias deleniti ab aut.
6931737,-$578.45,1/19/2022 00:47:45,Repellat vitae sunt quod pariatur harum maxime ab. Alias iure odit ipsam.
72277849,"$1,661.40",6/15/2022 17:33:39,Ut possimus expedita tenetur pariatur. Consequuntur delectus tenetur rem et.
99762109,$484.94,9/21/2021 19:43:54,Quisquam cum nihil id cum. Iste quo ut sint rem quibusdam.
39873587,"$2,398.36",10/17/2021 17:27:36,Quam autem non nihil iste aliquam. Soluta minima illo molestiae delectus in temporibus sit.
74995306,$233.28,1/8/2022 20:00:58,Velit ut fugiat qui et. Vitae consequatur officia et aut commodi. Sunt debitis enim qui ad.
58927410,"$2,377.83",1/30/2022 08:14:40,Est voluptate eos error. Et ipsa et deserunt fugit. Est hic quas aut facere quia id.
47282730,"$1,974.25",10/1/2021 00:13:57,Iure voluptate odio quis. Non a dolores quasi quae cumque.
10957324,"-$2,009.98",1/12/2022 22:53:00,Modi ea recusandae eligendi eos. Rem aperiam aut sunt consequatur quis sed.
